address,categories,primaryCategories,city,country,latitude,longitude,name,postalCode,province,Price range,Aggregate rating,Rating color,Rating text,Votes
268 W Fry Boulevard,"Sandwich Shops,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Sierra Vista,US,31.55389,-110.30154,BLIMPIE,85635,AZ,3,4.3,Green,Very Good,905
4844 S Val Vista Dr Ste 104,"Pizza,Carry-out food,Restaurant,American restaurants,Fast Food,Take Out Restaurants,Restaurants",Accommodation & Food Services,Gilbert,US,33.26244,-111.75561,Little Caesars Pizza,85298,AZ,1,4.7,Dark Green,Excellent,816
7138 E Us Highway 60,"Ice Cream Parlors,Carry-out food,Breakfast,Retail optical goods,Hot dog restaurants,Hamburger restaurants,Karaoke,Fast Food,Fast Food Restaurants,Take Out Restaurants,Restaurants,Frozen Yogurt Shops,Coffeehouses,Salads,Hamburgers,Hamburgers and Hot Dogs,Sandwich Shops",Accommodation & Food Services,Gold Canyon,US,33.35921,-111.46936,McDonald's,85118,AZ,3,4.4,Green,Very Good,747
8849 N 7th Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Phoenix,US,33.5657,-112.06463,McDonald's,85020,AZ,2,3.7,Yellow,Good,351
7575 W Lower Buckeye Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Phoenix,US,33.42104,-112.22302,McDonald's,85043,AZ,1,3.7,Yellow,Good,104
4019 E Chandler Boulevard,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Phoenix,US,33.30473,-111.99509,McDonald's,85048,AZ,3,3.5,Yellow,Good,83
4750 E Warner Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Phoenix,US,33.33115,-111.98147,McDonald's,85044,AZ,1,3.6,Yellow,Good,91
5255 S Power Road,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Fast Food Restaurants,Take Out Restaurants,Hamburgers,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops",Accommodation & Food Services,Mesa,US,33.32025,-111.6862,McDonald's,85212,AZ,1,3.6,Yellow,Good,59
3434 W Union Hills Drive,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Phoenix,US,33.65509,-112.13346,McDonald's,85027,AZ,3,3.7,Yellow,Good,222
3207 W Indian School Road,"Carry Out Food,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Phoenix,US,33.49481,-112.12793,McDonald's,85017,AZ,3,3.6,Yellow,Good,121
2824 N Pinal Avenue,"Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Casa Grande,US,32.93951,-111.75586,McDonald's,85122,AZ,1,3.5,Yellow,Good,93
1421 Winchester Rd NE,"Breakfast Brunch and Lunch Restaurants,Burger Joint,Carry-out food,Hot dog restaurants,American restaurants,Family style restaurants,Hamburger restaurants,Fast Food Restaurants,Karaoke,Chicken Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Huntsville,US,34.8058,-86.5198,Jack's,35811,AL,1,3.8,Yellow,Good,136
10810 Baltimore Avenue,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",Accommodation & Food Services,Beltsville,US,39.0322,-76.9121,Taco Bell,20705,MD,1,3.8,Yellow,Good,160
1341 N. Opdyke Rd.,"Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",Accommodation & Food Services,Auburn Hills,US,42.6598,-83.2463,Taco Bell,48326,MI,2,3.7,Yellow,Good,152
2625 SW State Street,"Ice Cream Parlors,Breakfast,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",Accommodation & Food Services,Ankeny,US,41.7038,-93.621,McDonald's,50021,IA,1,3.5,Yellow,Good,57
3805 E Gordon Dr,Fast Food,Accommodation & Food Services,Sioux City,US,42.4853,-96.3579,Wendy's,51106,IA,2,3.7,Yellow,Good,191
528 Wilmington Ave,"Delis And Delicatessens,Restaurant,Carry-out food,Delicatessens,wich Place,Sandwich Place Belmont,Take Out Restaurants,Fast Food Restaurants,Sandwiches,Sandwich Place,Restaurants,Sandwich Shops",Accommodation & Food Services,Dayton,US,39.7333,-84.1591,Subway,45420,OH,3,3.6,Yellow,Good,85
3450 N Glassford Hill Road,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Prescott Valley,US,34.601933,-112.32638,Subway,86314,AZ,1,3.6,Yellow,Good,108
30895 Old Us 20,"Asian Restaurants,Carry-out food,Restaurant,American restaurants,Karaoke,Fast Food Restaurants,Family Style Restaurants,Take out restaurants,Restaurants,Chinese restaurants",Accommodation & Food Services,Elkhart,US,41.6646,-86.0592,Yummy Chinese Restaurant,46514,IN,2,3.6,Yellow,Good,132
3431 N Stockton Hill Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Kingman,US,35.32279,-114.03095,McDonald's,86409,AZ,2,3.8,Yellow,Good,141
1325 W Elliot Road,"Sandwich Shops,Delicatessens,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Tempe,US,33.34856,-111.95962,Jersey Mike's Subs,85284,AZ,2,3.7,Yellow,Good,162
222 S Mill Ave Ste 125,"Sandwich Shops,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Tempe,US,33.42795,-111.94099,Which Wich,85281,AZ,3,3.6,Yellow,Good,144
901 E Curry Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Tempe,US,33.43989,-111.92597,Jack in the Box,85281,AZ,2,0,White,Not rated,1
8301 W Peoria Avenue,"Fast Food Restaurants,Restaurants",Accommodation & Food Services,Peoria,US,33.58175,-112.23672,Long John Silver's,85345,AZ,1,4.1,Green,Very Good,365
6645 W Happy Valley Road,"Fast Food Restaurants,Restaurants",Accommodation & Food Services,Glendale,US,33.71117,-112.20255,Long John Silver's,85310,AZ,2,3.3,Orange,Average,9
415 Easton Rd,"Burger Joint,Restaurant,Fast Food Restaurant,Fast Food,Restaurants",Accommodation & Food Services,Horsham,US,40.1801,-75.131,Wendy's,19044,PA,4,4,Green,Very Good,542
1250 S Country Club Drive,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Mesa,US,33.39237,-111.84065,McDonald's,85210,AZ,2,4.5,Dark Green,Excellent,691
2370 SW College Road,"Breakfast,Food Delivery,Fast Food,Take Out Restaurants,Health Food Restaurants,Bagel Shops,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops",Accommodation & Food Services,Ocala,US,29.1693,-82.1625,Panera Bread,34471,FL,3,4.7,Dark Green,Excellent,764
2020 S Casino Drive,"Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Ice Cream and Frozen Desserts,Restaurants",Accommodation & Food Services,Laughlin,US,35.16116,-114.57465,Dairy Queen,89029,NV,1,4.7,Dark Green,Excellent,707
3102 College Avenue East,"Fast Food,Chicken,Restaurants",Accommodation & Food Services,Ruskin,US,27.7136,-82.3936,KFC,33570,FL,3,4.5,Dark Green,Excellent,487
3904 Skyline Blvd,"Pizza,Restaurant,American Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,American Restaurant and Pizza Place,Pizza Place,Restaurants",Accommodation & Food Services,Cape Coral,US,26.5799,-81.9912,Domino's Pizza,33914,FL,1,4.5,Dark Green,Excellent,695
1039 Space Center Dr,"Restaurant,Fast Food Restaurant,Breakfast Brunch and Lunch Restaurants,,Diners,Diner,Restaurants",Accommodation & Food Services,Colorado Springs,US,38.8469,-104.7217,Waffle House,80915,CO,3,4.2,Green,Very Good,485
3253 Stevens Creek Blvd,"Carry-out food,Caterers,Restaurant delivery service,American,Karaoke,Fast Food,Home delivery beer and beverages,Restaurants,Pizza,Banquet Rooms,Restaurant,Family style restaurants,Reception Centers,Pizza Place,Catering,Banquet facilities",Accommodation & Food Services,San Jose,US,37.3235,-121.9545,Round Table Pizza,95117,CA,3,4.2,Green,Very Good,807
6335 E Greenway Road,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Scottsdale,US,33.62542,-111.94382,McDonald's,85254,AZ,1,4.6,Dark Green,Excellent,723
7014 E Camelback Road,"Wine,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Scottsdale,US,33.50237,-111.9293,Shake Shack,85251,AZ,1,4.2,Green,Very Good,874
7071 N 138th Ave Bldg 1540,"Sandwich Shops,American Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Glendale,US,33.534878,-112.32674,Charley's Grilled Subs,85307,AZ,2,4.4,Green,Very Good,552
5406 Sunrise Blvd,"Restaurant,Caterers,Southwestern restaurants,Family style restaurants,Mexican restaurants,Take Out Restaurants,Fast Food Restaurants,Catering,Restaurants",Accommodation & Food Services,Citrus Heights,US,38.6643,-121.272,Moe's Southwest Grill,95610,CA,3,4.3,Green,Very Good,1056
6645 W Happy Valley Road,"Mexican Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Glendale,US,33.71117,-112.20255,Taco Bell,85310,AZ,3,4.3,Green,Very Good,707
106 S Fremont Street,"Pizza,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Restaurants",Accommodation & Food Services,Shenandoah,US,40.76579,-95.38519,Pizza Hut,51601,IA,4,4.9,Dark Green,Excellent,1343
15280 Civic Drive,"Restaurants,Coffeehouses,Fast Food,Dessert Shops",Accommodation & Food Services,Victorville,US,34.5211,-117.3227,Krispy Kreme,92392,CA,1,4.9,Dark Green,Excellent,602
1 1st Ave SE,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Hamburgers & Hot Dogs,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Accommodation & Food Services,Oelwein,US,42.67841,-91.91185,McDonald's,50662,IA,3,4.6,Dark Green,Excellent,1078
1342 S Alma School Rd,"Carry-out food,Burger Joint,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Restaurants",Accommodation & Food Services,Mesa,US,33.3901,-111.8577,In-N-Out Burger,85210,AZ,2,3.9,Yellow,Good,232
2663 E Broadway Rd.,"Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",Accommodation & Food Services,Mesa,US,33.4077,-111.7732,Taco Bell,85204,AZ,4,4.4,Green,Very Good,1492
1075 Whitlock Ave SW,"Pizza,Chicken Wings,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Marietta,US,33.9516,-84.5802,Pizza Hut,30064,GA,1,4,Green,Very Good,535
105 N Western Street,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Lake Mills,US,43.41988,-93.53664,Subway,50450,IA,4,4.2,Green,Very Good,531
274 W Hickman Road,"Sandwich Shops,American Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Waukee,US,41.614883,-93.83493,Charley's Grilled Subs,50263,IA,2,4.2,Green,Very Good,694
1300 W 18th St S,"Mexican Restaurant,Restaurant,Carry-out food,Mexican Restaurants,Caterers,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Newton,US,41.6873,-93.07621,Taco Bell,50208,IA,3,3.3,Orange,Average,1201
205 Easton Rd,"Ice Cream Parlors,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops",Accommodation & Food Services,Horsham,US,40.175,-75.1287,McDonald's,19044,PA,3,4.7,Dark Green,Excellent,906
2101 North Federal Highway,"Restaurant,Breakfast,Traditional American,Fast Food,Coffeehouses,Bakeries,Bagel Shops,Catering,Restaurants,Sandwich Shops",Accommodation & Food Services,Pompano Beach,US,26.2571,-80.1013,Panera Bread,33062,FL,1,4.6,Dark Green,Excellent,880
2050 State Rte 60 E,"Ice Cream Parlors,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops",Accommodation & Food Services,Valrico,US,27.9384,-82.2532,McDonald's,33594,FL,3,4.5,Dark Green,Excellent,1014
3225 34th St N,"Delis And Delicatessens,Restaurant,American Restaurants,Caterers,Take Out Restaurants,Fast Food Restaurants,Sandwich Place,Catering,Restaurants,Sandwich Shops,Deli Bodega",Accommodation & Food Services,Saint Petersburg,US,27.8015,-82.679,Quiznos,33713,FL,2,4.5,Dark Green,Excellent,796
4683 Park Blvd N,"Carry-out food,Mexican Restaurants,Caterers,Tex-mex restaurants,Southwestern restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurant mgmt.,Restaurants,Mexican Restaurant,Restaurant consultants,Family style restaurants,Catering",Accommodation & Food Services,Pinellas Park,US,27.8393,-82.6977,Moe's Southwest Grill,33781,FL,2,3.7,Yellow,Good,747
4380 Forest Hill Blvd,"Restaurant,Carry-out food,American Restaurant,Fast Food Restaurant,Traditional American,American restaurants,Karaoke,Chicken,Catering,Restaurants",Accommodation & Food Services,West Palm Beach,US,26.6512,-80.1109,Boston Market,33406,FL,3,3.8,Yellow,Good,566
551 Cassat Ave,"Delis And Delicatessens,American Restaurants,Caterers,Fast Food Restaurants,Take Out Restaurants,Catering,Restaurants,Sandwich Shops",Accommodation & Food Services,Jacksonville,US,30.3184,-81.7307,Quiznos,32254,FL,2,4.1,Green,Very Good,683
1111 SE Port St Lucie Blvd,"Carry-out food,Caterers,Restaurant delivery service,Delicatessens,Karaoke,Home delivery beer and beverages,Restaurants,Delis And Delicatessens,Restaurant,Fast Food Restaurant,wich Place,Sandwiches,Catering,Sandwich Shops",Accommodation & Food Services,Port Saint Lucie,US,27.2719,-80.3176,Jimmy John's,34952,FL,2,4.4,Green,Very Good,690
5560 Okeechobee Rd,"Carry-out food,Breakfast,Food Delivery,American restaurants,Fast Food,Restaurants,Barbecued poultry,Family Style Dining,Chicken,Barbecue,Spare rib restaurants,Chicken restaurants,Catering",Accommodation & Food Services,Fort Pierce,US,27.4188,-80.3813,Chick-fil-A,34947,FL,1,4.2,Green,Very Good,680
714 Liberty Street,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Pella,US,41.40544,-92.91674,Subway,50219,IA,1,4.1,Green,Very Good,287
1029 Main Street,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,Keokuk,US,40.40032,-91.38791,Subway,52632,IA,3,4.1,Green,Very Good,802
3146 G St Ste 107,"Delis And Delicatessens,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Accommodation & Food Services,Merced,US,37.3194,-120.4692,Togo's Eatery,95340,CA,2,4.3,Green,Very Good,710
600 7th Ave SW,"Pizza,Delicatessens,Take Out Restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Tripoli,US,42.80243,-92.26427,Guppy's On The Go Carryout Pizza,50676,IA,1,4.3,Green,Very Good,456
3300 9th St SE,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Altoona,US,41.65844,-93.50074,Burger King - Temporarily Closed,50009,IA,4,4,Green,Very Good,687
3501 Highway 71,"Carry-out food,Seafood restaurants,American restaurants,Fast Food Restaurants,Karaoke,Restaurants,Sandwich Shops",Accommodation & Food Services,Spirit Lake,US,43.40694,-95.12616,Arby's,51360,IA,2,4.3,Green,Very Good,719
702 A Ave W,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Mexican restaurants,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Oskaloosa,US,41.29596,-92.65236,Taco Bell,52577,IA,4,4.4,Green,Very Good,1803
1500 NW 86th Street,"Sandwich Shops,Caterers,Fast Food Restaurants,Restaurants",Accommodation & Food Services,Clive,US,41.60481,-93.73664,Jimmy John's,50325,IA,4,4.1,Green,Very Good,558
3918 Fleur Drive,"Sandwich Shops,Caterers,Fast Food Restaurants,Restaurant Delivery Service,Restaurants",Accommodation & Food Services,Des Moines,US,41.54852,-93.64542,Jimmy John's,50321,IA,3,3.8,Yellow,Good,883
795 Goodman Rd E,"American Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Accommodation & Food Services,Southaven,US,34.9623,-89.9755,Steak Escape,38671,MS,1,3.9,Yellow,Good,309
1551 Valley West Drive,"American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops,Take Out Restaurants",Accommodation & Food Services,West Des Moines,US,41.5975,-93.74951,Maid-Rite,50266,IA,4,3.4,Orange,Average,34
2250 Highway 95,"Carry-out food,Breakfast,American,American Restaurant,Bakery,Caf,Karaoke,Family Style Restaurants,Restaurants,Coffee house and espresso bar restaurants,Mexican Restaurant,American Restaurants,Restaurant,Brunch,Traditional American,Fast Food Restaurant,Dessert Shops,Coffee and Tea,Family Style Dining,Coffeehouses,Diners,Bakeries,Caf, American Restaurant, and Bakery,Breakfast Restaurants",Accommodation & Food Services,Bullhead City,US,35.1058,-114.5974,Perkins Restaurant & Bakery,86442-9013,AZ,4,4,Green,Very Good,33
13392 Perdido Key Dr,"Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Karaoke,Fast Food,Restaurants",Accommodation & Food Services,Pensacola,US,30.3185,-87.4249,Burger King,32507,FL,4,3.8,Yellow,Good,33
750 Marion Boulevard,"Fast Food Restaurants,Mexican Restaurants,Restaurants",Accommodation & Food Services,Marion,US,42.02738,-91.61915,Taco Bell,52302,IA,4,3.1,Orange,Average,34
8700 Richmond Hwy,"Hamburgers & Hot Dogs,Burger Joint,Restaurant,Fast Food Restaurant,Fast Food Restaurants,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants",Accommodation & Food Services,Alexandria,US,38.7215,-77.1245,Wendy's,22309,VA,4,3.8,Yellow,Good,35
2801 Grand Avenue,"Take Out Restaurants,Caterers,Fast Food Restaurants,Restaurant Delivery Service,Restaurants",Accommodation & Food Services,Ames,US,42.04943,-93.62076,Carlos Quesadillas,50010,IA,4,3.9,Yellow,Good,33
5369 Bay Rd,"Carry-out food,Hot dog restaurants,Hamburger restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Ice Cream Shop,Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Burger Joint,Restaurant,Ice Cream and Frozen Desserts,Fast Food Restaurant, Burger Joint, and Ice Cream Shop,Fast Food Restaurant,Hamburgers and Hot Dogs",Accommodation & Food Services,Saginaw,US,43.4854,-83.9756,Culver's,48604,MI,2,4.2,Green,Very Good,29
3232 Utica Ridge Rd Ste 2,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Bettendorf,US,41.55537,-90.51805,Domino's Pizza,52722,IA,4,4.1,Green,Very Good,35
2185 53rd Avenue,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Bettendorf,US,41.57455,-90.50172,McDonald's,52722,IA,3,3.2,Orange,Average,29
1308 Platte Falls Road,"American Restaurants,Hot Dog Stands and Restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Soda Fountain Shops,Chicken,Chicken Restaurants,Hamburgers and Hot Dogs,Hamburgers,Restaurants",Accommodation & Food Services,Platte City,US,39.3517,-94.7655,Sonic Drive-In,64079,MO,4,3.2,Orange,Average,30
4430 Mann Rd,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place Mars Hill,Pizza Place,Restaurants",Accommodation & Food Services,Indianapolis,US,39.6999,-86.2416,Domino's Pizza,46221,IN,3,3.7,Yellow,Good,33
1022 Us Highway 31 S,"Pizza,Restaurant,Chicken Wings,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Family Style Restaurants,Catering,Restaurants",Accommodation & Food Services,Greenwood,US,39.6015,-86.1064,Pizza Hut,46143,IN,3,3,Orange,Average,25
1636 E State Road 44,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Delivery service,Pizza Place,Barbecue",Accommodation & Food Services,Shelbyville,US,39.5205,-85.7517,Pizza Hut,46176,IN,4,3.8,Yellow,Good,30
224 Oak Creek Plz,"Fast Food Restaurant,Restaurants",Accommodation & Food Services,Mundelein,US,42.2398,-87.9876,Popeye's Chicken & Biscuits,60060,IL,4,3.9,Yellow,Good,34
600 N Clark,"Fast Food,Restaurants,Breakfast,Ice Cream Parlors,Coffeehouses,Hamburgers,Salads,Sandwich Shops",Accommodation & Food Services,Chicago,US,41.8929,-87.6316,McDonald's,60610,IL,4,3.1,Orange,Average,33
3020 S Halsted St,"Ice Cream Parlors,Breakfast,American,Burgers,Fast Food,Restaurants,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers,Fast Food Restaurant Bridgeport,Sandwich Shops",Accommodation & Food Services,Chicago,US,41.8389,-87.6468,McDonald's,60608,IL,4,3.2,Orange,Average,32
801 1st Avenue,"American Restaurants,Takeout,Fast Food,Fast Food Restaurants,Concession Stands,Restaurants,Sandwich Shops",Accommodation & Food Services,Coralville,US,41.68008,-91.56543,Arby's,52241,IA,4,3.2,Orange,Average,30
1987 2nd Street,"Sandwich Shops,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Coralville,US,41.67965,-91.59078,BLIMPIE,52241,IA,3,3.8,Yellow,Good,28
233 West Chester Pike,"Fast Food Restaurant,Fast Food",Accommodation & Food Services,Havertown,US,39.9697,-75.2985,Burger King,19083,PA,3,3.9,Yellow,Good,35
10 Lafrentz,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Chicken,Pizza Place,Restaurants",Accommodation & Food Services,Marshalltown,US,42.01055,-92.9117,Domino's Pizza,50158,IA,4,3.2,Orange,Average,33
240 Colonial Way Ste A,"Pizza,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Rising Sun,US,39.6969,-76.0541,Domino's Pizza,21911,MD,3,3.7,Yellow,Good,100
117 S 2nd Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Clinton,US,41.84542,-90.18809,Hardee's,52732,IA,1,3.6,Yellow,Good,92
2918 N Ashley St,"American Restaurants,Carry-out food,Seafood Restaurants,Take Out Restaurants,Fast Food Restaurants,Chicken Restaurants,Restaurants",Accommodation & Food Services,Valdosta,US,30.8722,-83.2902,Hip Hop Fish & Chicken,31602,GA,1,3.8,Yellow,Good,182
2516 Park Avenue,"Fast Food Restaurants,Restaurants",Accommodation & Food Services,Muscatine,US,41.45103,-91.03145,Long John Silver's,52761,IA,1,3.6,Yellow,Good,76
412 Cleveland Street,"American Restaurants,Takeout,Fast Food,Fast Food Restaurants,Concession Stands,Restaurants,Sandwich Shops",Accommodation & Food Services,Muscatine,US,41.45399,-91.02683,Arby's,52761,IA,3,3.7,Yellow,Good,129
13575 West Dixie Highway,"Restaurant,Fast Food Restaurant,Fast Food",Accommodation & Food Services,Miami,US,25.9005,-80.1775,Burger King,33161,FL,2,3.6,Yellow,Good,94
8050 Nw 36th St,"Restaurant,Fast Food Restaurant,Fast Food",Accommodation & Food Services,Miami,US,25.8092,-80.3274,Burger King,33166,FL,2,3.8,Yellow,Good,129
712 Cypress Village Blvd,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Barbecue,Pizza Place,Catering",Accommodation & Food Services,Sun City Center,US,27.7133,-82.3777,Pizza Hut,33573,FL,2,3.8,Yellow,Good,178
5941 SE 14th Street,"American Restaurants,Ice Cream and Frozen Desserts,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Des Moines,US,41.53174,-93.59614,Culver's,50320,IA,1,3.7,Yellow,Good,97
4351 Merle Hay Road,"Take Out Restaurants,Fast Food Restaurants,Barbecue Restaurants,Family Style Restaurants,Restaurants",Accommodation & Food Services,Des Moines,US,41.63982,-93.69687,Famous Dave's,50310,IA,1,3.9,Yellow,Good,161
7147 Okeechobee Rd,"Breakfast Brunch and Lunch Restaurants,Restaurant,Carry-out food,Fast Food Restaurant,American Restaurant,American restaurants,Family style restaurants,Diner,Diners,Karaoke,Diner, American Restaurant, and Breakfast Spot,Restaurants",Accommodation & Food Services,Fort Pierce,US,27.4131,-80.3966,Waffle House,34945,FL,1,3.7,Yellow,Good,122
1652 NE Pine Island Rd,"Carry-out food,Barbecued poultry,Fast Food Restaurant,American restaurants,Karaoke,Barbecue,Spare rib restaurants,Chicken restaurants,Restaurants,Latin American Restaurant",Accommodation & Food Services,Cape Coral,US,26.6676,-81.9393,Pollo Tropical,33909,FL,1,3.8,Yellow,Good,195
101 S McCulloch Blvd,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Pueblo,US,38.3326,-104.7451,Domino's Pizza,81007,CO,3,3.7,Yellow,Good,146
2441 Northgate Street,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Take Out Restaurants",Accommodation & Food Services,Ottumwa,US,41.04905,-92.41165,McDonald's,52501,IA,1,3.7,Yellow,Good,117
100 S State College Blvd,"Burger Joint,Restaurant,Breakfast,Fast Food Restaurant,Burger Joint East Anaheim,Fast Food,Fast Food Restaurants,Chicken,Hamburgers and Hot Dogs,Hamburgers,Restaurants",Accommodation & Food Services,Anaheim,US,33.841,-117.8889,Jack in the Box,92806,CA,2,3.8,Yellow,Good,187
3801 1st Ave SE,"Restaurant,American,Cedar Rapids Restaurants,Seafood,Fast Food Restaurants,Seafood / American / Fast Food,Restaurants,Kenwood Park",Accommodation & Food Services,Cedar Rapids,US,42.0173,-91.63379,Long John Silver's,52402,IA,3,3.9,Yellow,Good,239
3607 Metro Drive,"Ice Cream and Frozen Desserts,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Accommodation & Food Services,Council Bluffs,US,41.224,-95.83768,Freddy's Frozen Custard Steakburgers,51501,IA,1,4,Green,Very Good,303
781 Pleasant Grove Blvd Ste 140,"Carry-out food,Mexican Restaurants,Mexican,Tex-mex restaurants,Southwestern restaurants,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Restaurants",Accommodation & Food Services,Roseville,US,38.7895,-121.2809,Chipotle Mexican Grill,95678,CA,3,4,Green,Very Good,280
4046 E 53rd Street,"Mexican Restaurants,American Restaurants,Caterers,Fast Food Restaurants,Restaurants,Take Out Restaurants",Accommodation & Food Services,Davenport,US,41.57499,-90.51492,Moe's Southwest Grill,52807,IA,2,4,Green,Very Good,271
